Nom,Viet
𨓐咦𱥺骨𱥺僮初𫢩,Lạ gì một cốt một đồng xưa nay
固𠀧𨑮兩𢭂𢬣,Có ba mươi lạng trao tay
空仍之固傳尼𠻀箕,Không dưng chi có chuyện này trò kia
耒𫥨阻𩈘即時,Rồi ra trở mặt tức thì
扒𠳒料𠤆嗔知舌𠁀,"Bớt lời liệu chớ sân si thiệt đời""."
娘浪誓説𥘀𠳒,"Nàng rằng: ""Thề thốt nặng lời"
固兜麻吏𫥨𠊛險溇,"Có đâu mà lại ra người hiểm sâu""."
群當推𠓀𢪀𡢐,Còn đương suy trước nghĩ sau
𩈘𥀳㐌𧡊於兜引𠓨,Mặt mo đã thấy ở đâu dẫn vào
楚卿𨖲㗂嘹咬,Sở Khanh lên tiếng rêu rao
浪𦖑買固𡥵芇於低,"Rằng: ""Nghe mới có con nào ở đây"
拋朱眷𫗄𫫵𩄲,Phao cho quyến gió rủ mây
唉䀡固別𩈘尼𱺵埃,Hãy xem có biết mặt này là ai”.
娘浪催世時催,"Nàng rằng: ""Thôi thế thì thôi"
浪空時拱𠳐𠳒浪空,"Rằng không thì cũng vâng lời rằng không""."
楚卿𠸓𠻵同同,Sở Khanh quát mắng đùng đùng
𨀈𠓨皮拉恃雄𫥨𢬣,Bước vào vừa rắp thị hùng ra tay
娘浪𡗶𠰚固𫨩,"Nàng rằng: ""Trời nhé có hay"
眷𲍣𫫵燕事尼在埃,Quyến anh rủ yến sự này tại ai
𠶏𠊛𢩽𫴋汫𣾺,Phỉnh người dẩy xuống giếng khơi
呐耒耒吏咹𠳒特𣦍,Nói rồi rồi lại ăn lời được ngay
群箋昔越於𢬣,Còn tiên “tích việt” ở tay
𤑟𤉜𩈘意𩈘尼𠤆埃,"Rõ ràng mặt ấy mặt này chớ ai""."
𠳒𣦍冬𩈘𥪞外,Lời ngay đông mặt trong ngoài
几吱不義𠊛唭無良,Kẻ chê bất nghĩa người cười vô lương
負情案㐌𤑟𤉜,Phụ tình án đã rõ ràng
𬉣傱𱎢買劍塘操𨆢,Dơ tuồng nghỉ mới kiếm đường tháo lui
𢩣𥢅𥢅仍湥洡,Buồng riêng riêng những sụt sùi
𢪀身麻吏吟𠿯朱身,Nghĩ thân mà lại ngậm ngùi cho thân
惜台𤄯𬰊𤽸銀,Tiếc thay trong giá trắng ngần
旦風塵拱風塵如埃,Đến phong trần cũng phong trần như ai
粃𢝙拱𱥺刧𠊛,Tẻ vui cũng một kiếp người
紅顔沛𥠭於𠁀買油,Hồng nhan phải giống ở đời mãi ru
刧𠸗㐌𢜗塘修,Kiếp xưa đã vụng đường tu
刧尼拯矯𡊰蒲買吹,Kiếp này chẳng kẻo đền bù mới xuôi
酉牢瓶㐌𥓅耒,Dẫu sao bình đã vỡ rồi
𥙩身麻者𡢻𠁀朱双,Lấy thân mà trả nợ đời cho xong
皮旬月𤏬𦎛𤄯,Vừa tuần nguyệt sáng gương trong
秀𱙘㨳旦從容吲𠻀,Tú Bà ghé đến thong dong dặn dò
藝𨔈拱𡗋工夫,"""Nghề chơi cũng lắm công phu"
廊𨔈些沛別朱𲄋條,"Làng chơi ta phải biết cho đủ điều""."
娘浪湄𫗄逸迢,"Nàng rằng: ""Mưa gió dặt dìu"
料身時拱沛料世催,"Liều thân thì cũng phải liều thế thôi""."
媒浪埃拱如埃,"Mụ rằng: ""Ai cũng như ai"
俸仍埃𠅎錢𢙇旦低,Bỗng dưng ai mất tiền hoài đến đây
於𥪞羣𡗋條𫨩,Ở trong còn lắm điều hay
餒𣈘怯𨷑餒𣈗𥢅終,Nỗi đêm khép mở nỗi ngày riêng chung
尼𡥵屬𥙩爫𢚸,Này con thuộc lấy làm lòng
鑅外𬙞𡨸鑅𥪞糝藝,Vành ngoài bảy chữ vành trong tám nghề
𨔈朱柳𱟎花吱,Chơi cho liễu chán hoa chê
朱遴𡉽跢朱迷𢠨𠁀,Cho lăn lóc đá cho mê mẩn đời
欺睽杏欺󰞺𧍋,Khi khóe hạnh khi nét ngài
欺吟𡅷月欺唭𠹳花,Khi ngâm ngợi nguyệt khi cười cợt hoa
調𱺵藝業𥪞茄,Đều là nghề nghiệp trong nhà
𲄋垠意󰞺買𱺵廊𤐝,Đủ ngần ấy nết mới là làng soi”.
𨃴頭𠳐𠰺𱥯𠳒,Gót đầu vâng dạy mấy lời
𱻌𤶎󰞺月𱻌派𨤔紅,Dường chau nét nguyệt dường phai vẻ hồng
仍𦖑呐㐌𢢆𢠅,Những nghe nói đã thẹn thùng
渃𠁀𡗋餒𨓐𨓡刻溪,Nước đời lắm nỗi lạ lùng khắt khe
㤕命𲈾閣𢩣閨,Xót mình cửa các buồng khuê
𥓅𢚸學𥙩仍藝業𫨩,Vỡ lòng học lấy những nghề nghiệp hay
窖𱺵𩈘憚眉𠫆,Khéo là mặt dạn mày dày
刧𠊛㐌旦世尼時催,Kiếp người đã đến thế này thì thôi
傷台身分落類,Thương thay thân phận lạc loài
酉牢拱於𢬣𠊛別牢,Dẫu sao cũng ở tay người biết sao
楼撑買𢷀帳桃,Lầu xanh mới rủ trướng đào
強撩價玉強高品𠊛,Càng treo giá ngọc càng cao phẩm người
別包𧊉呂螉來,Biết bao bướm lả ong lơi
局醝𣹓𣎃陣唭捽𣎀,Cuộc say đầy tháng trận cười suốt đêm
習妙𦲿𫗄梗𪀄,Dập dìu lá gió cành chim
𣋽迻宋玉最尋長卿,"Sớm đưa Tống Ngọc, tối tìm Trường Khanh"
欺醒𨢇𣅶殘更,"Khi tỉnh rượu, lúc tàn canh"
逸命命吏傷命㤕車,Giật mình mình lại thương mình xót xa
欺牢封錦𢷀𬗢,Khi sao phong gấm rủ là
𣇞牢散作如花𡧲塘,Giờ sao tan tác như hoa giữa đường
𩈘牢𠫅𫗄惮霜,Mặt sao dày gió dạn sương
身牢𧊉𱟎螉悜闭身,Thân sao bướm chán ong chường bấy thân
默𠊛湄楚𩄲秦,Mặc người mưa Sở mây Tần
仍命芇固別春𱺵咦,Những mình nào có biết xuân là gì
𠾕番𫗄𢭸花掑,Đòi phen gió tựa hoa kề
姅簾雪唅𦊚𡏛𦝄輸,Nửa rèm tuyết ngậm bốn hè trăng thâu
景芇景拯㧅愁,Cảnh nào cảnh chẳng đeo sầu
𠊛𢞂景固𢝙兜包𣇞,Người buồn cảnh có vui đâu bao giờ
𠾕番󰞺𤳰勾𠽔,Đòi phen nét vẽ câu thơ
宮琴𥪞月渃棊𤲂花,Cung cầm trong nguyệt nước cờ dưới hoa
𢝙𱺵𢝙強矯𱺵,Vui là vui gượng kẻo là
埃知音妬𪉽麻貝埃,Ai tri âm đó mặn mà với ai
蜍於𫗄竹湄梅,Thờ ơ gió trúc mưa mai
謹魚𤾓餒椎𥕄𱥺身,Ngẩn ngơ trăm nỗi dùi mài một thân
揞𢚸𠾕段賒𧵆,Ôm lòng đòi đoạn xa gần
拯紆麻𱹻拯寅麻𤴬,Chẳng vò mà rối chẳng dần mà đau
𢖵恩𠃩𡨸高溇,Nhớ ơn chín chữ cao sâu
𱥺𣈗𱥺我𩃳橷斜斜,Một ngày một ngả bóng dâu tà tà
𨤵𠦳渃瀋𡽫賒,Dặm ngàn nước thẳm non xa
𢪀兜身分𡥵𫥨世尼,Nghĩ đâu thân phận con ra thế này
𡑝槐堆𡭧䜹𬏝,Sân hòe đôi chút thơ ngây
珍甘埃几拖𠊝𭛣命,Trân cam ai kẻ đỡ thay việc mình
𢖵𠳒願約𠀧生,Nhớ lời nguyện ước ba sinh
賒吹埃固別情庄埃,Xa xôi ai có biết tình chăng ai
欺𧗱𠳨柳章臺,Khi về hỏi liễu Chương Đài
梗春㐌𢯏朱𠊛專𢬣,Cành xuân đã bẻ cho người chuyên tay
情溇懞者𱻊𧀟,Tình sâu mong trả nghĩa đầy
花箕㐌执檜尼朱渚,Hoa kia đã chắp cội này cho chưa
䋦情𠾕段紆絲,Mối tình đòi đoạn vò tơ
聀鄕關𨻫吝𥊚更𨱽,Giấc hương quan luống lẩn mơ canh dài
窻紗宇宇方𡗶,Song sa vò võ phương trời
𫢩黃昏㐌吏𣈕昏黃,Nay hoàng hôn đã lại mai hôn hoàng
吝吝兔萡鵶鐄,Lần lần thỏ bạc ác vàng
㤕𠊛𥪞會断腸𠾕干,Xót người trong hội đoạn trường đòi cơn
㐌朱𥙩刧紅顔,Đã cho lấy kiếp hồng nhan
爫朱朱害朱殘朱斤,Làm cho cho hại cho tàn cho cân
㐌𣹓𠓨刧風塵,Đã đầy vào kiếp phong trần
牢朱恥辱𱥺吝買催,Sao cho sỉ nhục một lần mới thôi
客游俸固𱥺𠊛,Khách du bỗng có một người
其心户束拱㐻書香,Kì Tâm họ Thúc cũng nòi thư hương
本𠊛縣錫州常,Vốn người huyện Tích châu Thường
蹺嚴堂𨷑𡾵行臨淄,Theo nghiêm đường mở ngôi hàng Lâm Tri
花魁慕㗂翹兒,Hoa khôi mộ tiếng Kiều nhi
帖紅尋旦香閨𢭮𠓨,Thiếp hồng tìm đến hương khuê gửi vào
帳蘇夾𩈘花桃,Trướng tô giáp mặt hoa đào
𨤔芇拯𪉽涅芇拯𢛨,"Vẻ nào chẳng mặn, nét nào chẳng ưa"
海棠蛮蔓梗絲,Hải đường mơn mởn cành tơ
朝春強𫗄強湄強濃,Chiều xuân càng gió càng mưa càng nồng
月花花月𱞐燶,Nguyệt hoa hoa nguyệt não nùng
𣈘春埃易扲𢚸特庄,Đêm xuân ai dễ cầm lòng được chăng
𨓐咦声氣𨤰恒,Lạ gì thanh khí nhẽ hằng
𱥺𦀊𱥺𫃚埃扛朱𫥨,Một dây một buộc ai giằng cho ra
𣋽桃最槾鄰𱺵,Sớm đào tối mận lân la
𠓀羣𦝄𫗄𡢐𫥨跢鐄,Trước còn trăng gió sau ra đá vàng
堞兜枚𢟨𨓐𱻌,Dịp đâu may mắn lạ dường
吏皮﨤曠椿堂吏圭,Lại vừa gặp khoảng xuân đường lại quê
生強𱥺醒𨑮迷,Sinh càng một tỉnh mười mê
𣈗春𡗋𣅶𫺴𧗱貝春,Ngày xuân lắm lúc quên về với xuân
欺𫗄阁欺𦝄𡑝,Khi gió gác khi trăng sân
瓢仙𠺷𨢇勾神綏𠽔,Bầu tiên chuốc rượu câu thần nối thơ
欺香𣋽欺茶𬁑,Khi hương sớm khi trà trưa
盤𡆫點渃塘絲和弹,Bàn vây điểm nước đường tơ hoạ đàn
𤻻迷𥪞局追歡,Miệt mê trong cuộc truy hoan
強悁属󰞺強𢬥𢬢情,Càng quen thuộc nết càng dan díu tình
𨓐朱丐㳥傾城,Lạ cho cái sóng khuynh thành
爫朱覩館漂亭如𨔈,Làm cho đổ quán xiêu đình như chơi
束生悁󰞺卜淶,Thúc Sinh quen nết bốc rời
𤾓𠦳覩𱥺陣唭如空,Trăm ngàn đổ một trận cười như không
𠋦強蘇綠捽紅,Mụ càng tô lục chuốt hồng
𧖱貪哎𧡊唏銅時迷,Máu tham ngửi thấy hơi đồng thì mê
𤲂𦝄鵑㐌噲夏,Dưới trăng quyên đã gọi hè
頭墻焒榴𤇥𤍶󰝂芃,Đầu tường lửa lựu lập lòe đâm bông
𢩣𦂛沛𣇜從容,Buồng the phải buổi thong dong
湯蘭𢷀幅帳紅浸花,Thang lan rủ bức trướng hồng tẩm hoa
𤑟牟𤄯玉𤽸牙,Rõ màu trong ngọc trắng ngà
𠫅𠫅産𤒘𱥺座天然,Dày dày sẵn đúc một toà thiên nhiên
生強𤏣󰞺強𠸦,Sinh càng tỏ nét càng khen
寓情𢬣草𱥺篇律唐,Ngụ tình tay thảo một thiên luật Đường
娘浪𠳐別𢚸払,"Nàng rằng: ""Vâng biết lòng chàng"
𠳒𠳒珠玉行行錦絩,Lời lời châu ngọc hàng hàng gấm thêu
𫨩𪬡𨤰拱綏貂,Hay hèn nhẽ cũng nối điêu
𢚸圭𱠎𱥺𠄽條昂昂,Lòng quê giở một vài điều ngang ngang
𢚸羣𠳚盎𩄲行,Lòng còn gửi áng mây hàng
和韻吀唉𠹾払𣋚𫢩,"Hoạ vần xin hãy chịu chàng hôm nay""."
浪牢呐𨓐𨓡台,Rằng: “Sao nói lạ lùng thay
梗箕庄沛檜尼麻𫥨,Cành kia chẳng phải cội này mà ra”.
娘強𣻆湥秋波,Nàng càng tuôn giọt thu ba
断腸𣅶意𱠎麻𢞂腥,Đoạn trường lúc ấy giở mà buồn tênh:
妾如花㐌離梗,"""Thiếp như hoa đã lìa cành"
払如𡥵𧊉𫅤鑅𡭧𨔈,Chàng như con bướm liệng vành chút chơi
主春仃㐌固坭,Chúa xuân đành đã có nơi
𥐆𣈗催𠤆𨱽𠳒爫之,"Vắn ngày thôi chớ dài lời làm chi""."
生浪自課相知,"Sinh rằng: ""Từ thuở tương tri"
𬌓𥢅𥢅仍𥘀爲渃嫩,Tấm riêng riêng những nặng vì nước non
𤾓𢆥并局𣃱𧷺,Trăm năm tính cuộc vuông tròn
沛𠻀朱旦𦰟源瀝滝,Phải dò cho đến ngọn nguồn lạch sông
娘浪𬮙隊恩𢚸,Nàng rằng muôn đội ơn lòng
𡭧𠲖边娶边從易兜,Chút e bên thú bên tòng dễ đâu
平康拫挪闭𥹰,Bình khang nấn ná bấy lâu
夭花夭特𱥺牟點粧,Yêu hoa yêu được một màu điểm trang
耒𫥨𤁕粉派香,Rồi ra nhạt phấn phai hương
𢚸箕𡨹特常常世庒,Lòng kia giữ được thường thường thế chăng
𡲤𥪞㙴桂宮𦝄,Vả trong thềm quế cung trăng
主張仃㐌姉姮於𥪞,Chủ trương đành đã chị Hằng ở trong
闭𥹰康潔𧞊同,Bấy lâu khăng khít dải đồng
添𠊛𠊛拱𢺹𢚸𥢅西,Thêm người người cũng chia lòng riêng tây
𨤔咦𡭧分䕯𩄲,Vẻ gì chút phận bèo mây
爫朱𣷭愛欺𣹓欺潙,Làm cho bể ái khi đầy khi vơi
𤾓條昂仰爲碎,Trăm điều ngang ngửa vì tôi
身𡢐埃𠹾罪𡗶意朱,Thân sau ai chịu tội trời ấy cho
如払固凭𢬣𢮩,Như chàng có vững tay co
𨑮分拱塔店朱𱥺𠄽,Mười phần cũng đắp điếm cho một vài
𱐭𥪞油𢀲欣外,Thế trong dù lớn hơn ngoài
𠓀頷獅子𠳚𠊛藤𦲿,Trước hàm sư tử gửi người đằng la
儈頭𢳳𫴋𠃅茹,Cúi đầu luồn xuống mái nhà
𨡉䣷吏罪平𠀧焒燶,Dấm chua lại tội bằng ba lửa nồng
於𨕭羣固茄樋,Ở trên còn có nhà thông
量𨕭𬂙𫴋別𢚸固傷,Lượng trên trông xuống biết lòng có thương
詫之柳𡉦花墻,Sá chi liễu ngõ hoa tường
樓撑吏補𫥨坊楼撑,Lầu xanh lại bỏ ra phường lầu xanh
吏強𬉣樣𤵺形,Lại càng dơ dáng dại hình
仃身分妾𪿒名價払,Đành thân phận thiếp ngại danh giá chàng
傷牢朱院時傷,Thương sao cho vẹn thì thương
并牢朱論每塘時𠳐,Tính sao cho lọn mọi đường thì vâng”.
生浪𫨩呐提澄,"Sinh rằng: ""Hay nói dè chừng"
𢚸低𢚸帝渚曾𫨩牢,Lòng đây lòng đấy chưa từng hay sao
塘賒𠤆𪿒吳𠈭,Đường xa chớ ngại Ngô Lào
𤾓條唉據𬂙𠓨𱥺些,Trăm điều hãy cứ trông vào một ta
㐌𧵆之固條賒,Đã gần chi có điều xa
跢鐄㐌決風波拱料,"Đá vàng đã quyết phong ba cũng liều""."
共𠑬根紊旦條,Cùng nhau căn vặn đến điều
指𡽫誓𣷭𥘀招旦𠳒,Chỉ non thề bể nặng gieo đến lời
𠰚𡽫𣎀𥐆情𨱽,Nỉ non đêm vắn tình dài
外軒兔㐌𡽫兑唅𦎛,Ngoài hiên thỏ đã non đoài ngậm gương
摱條竹院乘涼,Mượn điều trúc viện thừa lương
逴𧗱唉暫𨁪娘𱥺坭,Rước về hãy tạm giấu nàng một nơi
戰和拉産𠄩排,Chiến hoà rắp sẵn hai bài
𢚁𢬣柴𠏲摱𠊛𠻀𱺵,Cậy tay thầy thợ mượn người dò la
𢏑𱓞旦𩈘秀𱙘,Bắn tin đến mặt Tú Bà
輸機𠋦拱求和監牢,Thua cơ mụ cũng cầu hoà dám sao
𤑟𤉜𧵑引𢬣𢭂,Rõ ràng của dẫn tay trao
還良𱥺妾申𠓨𲈾公,Hoàn lương một thiếp thân vào cửa công
公私𠄩𨤰調双,Công tư hai nhẽ đều xong
𨃴仙丿㐌脱𨦩塵埃,Gót tiên phút đã thoát vòng trần ai
𱥺茄森合竹梅,Một nhà sum họp trúc mai
強漊義𣷭強𨱽情滝,Càng sâu nghĩa bể càng dài tình sông
香強󰣭焒強濃,"Hương càng đượm, lửa càng nồng"
強𥺏𨤔玉強篭牟蓮,Càng xôi vẻ ngọc càng lồng màu sen
姅𢆥唏㗂皮悁,Nửa năm hơi tiếng vừa quen
𡑝梧梗碧㐌擅𦲿鐄,Sân ngô cành biếc đã chen lá vàng
𥵙秋皮扔𣑳霜,Giậu thu vừa nảy chồi sương
𢶒鞍㐌𧡊椿堂旦坭,Cổi yên đã thấy xuân đường đến nơi
風雷𱥺陣排排,Phong lôi một trận bời bời
𱴸𢚸𠲖邑并排分𢺹,Nặng lòng e ấp tính bài phân chia
決𣦍辨白𱥺皮,Quyết ngay biện bạch một bề
𠰺朱𦟐粉吏𧗱楼撑,Dạy cho má phấn lại về lầu xanh
𧡊𠳒嚴訓伶伶,Thấy lời nghiêm huấn rành rành
打料生買𥙩情奈呌,Đánh liều sinh mới lấy tình nài kêu
浪𡥵別罪㐌𡗉,"Rằng: ""Con biết tội đã nhiều"
酉浪𩆐𩄰鈽鐐拱甘,Dẫu rằng sấm sét búa rìu cũng cam
啐爲𢬣㐌𢴞藍,Trót vì tay đã nhúng chàm
𤵺耒群別坤爫牢低,Dại rồi còn biết khôn làm sao đây
共𠑬𡲤㗂𱥺𣈗,Cùng nhau vả tiếng một ngày
揞琴埃𡝖𢴑𦀊朱仃,Ôm cầm ai nỡ dứt dây cho đành
量𨕭油拯傷情,Lượng trên dù chẳng thương tình
萡顛催固惜命爫之,Bạc đen thôi có tiếc mình làm chi”.
𧡊𠳒鉄跢知知,Thấy lời sắt đá tri tri
焠肝翁買申跪𲈾公,Sốt gan ông mới thân quì cửa công
坦平浽㳥同同,Đất bằng nổi sóng đùng đùng
府堂差𦲿票紅催查,Phủ đường sai lá phiếu hồng thôi tra
共𠑬蹺𨃴差衙,Cùng nhau theo gót sai nha
双双𠓨𠓀𡑝花𢬢跪,Song song vào trước sân hoa díu quì
𬂙𨖲𩈘鉄顛仕,Trông lên mặt sắt đen sì
立嚴𠓀㐌𫥨威𥘀𠳒,Lập nghiêm trước đã ra uy nặng lời:
𡥚箕𤵺󰞺𨔈排,"""Gã kia dại nết chơi bời"
麻𡥵𠊛世𫥨𠊛𨒟迻,Mà con người thế ra người đong đưa
傱咦花汰香乘,Tuồng gì hoa thải hương thừa
摱牟𣘈粉打𩢬𡥵顛,Mượn màu son phấn đánh lừa con đen
推𥪞情狀原单,Suy trong tình trạng nguyên đơn
皮芇時拱渚安皮芇,Bề nào thì cũng chưa an bề nào
法公照案論𠓨,Phép công chiếu án luận vào
固𠄩塘意悶牢默命,Có hai đường ấy muốn sao mặc mình
𱥺𱺵據法加刑,Một là cứ phép gia hình
𱥺𱺵吏據楼撑付𧗱,"Một là lại cứ lầu xanh phó về""."
娘浪㐌決𱥺皮,"Nàng rằng: ""Đã quyết một bề"
蝒尼王𥙩絲箕𱥯吝,Nhện này vương lấy tơ kia mấy lần
濁𤄯身拱𱺵身,Đục trong thân cũng là thân
要疎𠳐𠹾𠓀𡑝雷霆,"Yếu thơ vâng chịu trước sân lôi đình""."
𠰺浪據法加刑,"Dạy rằng: ""Cứ phép gia hình""."
𠀧𣘃埬秩𱥺梗牡丹,Ba cây đóng chặt một cành mẫu đơn
分仃之監呌冤,Phận đành chi dám kêu oan
桃𤶑疚𦟐柳散作眉,Đào nhăn nhíu má liễu tan tác mày
𱥺𡑝淋洁也苔,Một sân lầm cát dã dày
𦎛矑渃水梅𤷍𦄾𩩫,Gương lờ nước thuỷ mai gày vóc xương
𢪀情払束麻傷,Nghĩ tình chàng Thúc mà thương
𡑩賒𬂙𧡊𢚸強㤕沙,Nẻo xa trông thấy lòng càng xót xa
哭浪寃苦爲些,Khóc rằng: “Oan khổ vì ta
固𦖑𠳒𠓀拯它累𡢐,Có nghe lời trước chẳng đà luỵ sau
𣴓𢚸拯別𢪀溇,Cạn lòng chẳng biết nghĩ sâu
底埃𦝄𢣃花愁爲埃,"Để ai trăng tủi hoa sầu vì ai""."
府堂𦖑倘𠓨𦖻,Phủ đường nghe thoảng vào tai
湥洡払買𠽔𣦍,Sụt sùi chàng mới thưa ngay
頭𡳪計吏事𣈗求親,Đầu đuôi kể lại sự ngày cầu thân
動𢚸吏𠲟旦𠳒𥢅西,Động lòng lại gạn đến lời riêng tây
娘佗并歇賒𧵆,"""Nàng đà tính hết xa gần"
自𠸗娘㐌別身固𣈙,Từ xưa nàng đã biết thân có rày
在碎𢷲𥙩𱥺𢬣,Tại tôi hứng lấy một tay
抵娘朱旦餒尼爲碎,"Để nàng cho đến nỗi này vì tôi""."
𦖑𠳒呐拱傷𠳒,Nghe lời nói cũng thương lời
擛威買𠰺𨷑排解𡆫,Dẹp uy mới dạy mở bài giải vi
浪如罕固世時,"Rằng: ""Như hẳn có thế thì"
𦝄花双拱是非別條,"Trăng hoa song cũng thị phi biết điều""."
生浪𡭧分浡䕯,"Sinh rằng: ""Chút phận bọt bèo"
蹺𠾕𡲤拱𠃣𡗉筆研,"Theo đòi vả cũng ít nhiều bút nghiên""."
唭浪㐌世時𢧚,"Cười rằng: ""Đã thế thì nên"
木枷唉此𱥺篇呈藝,Mộc già hãy thử một thiên trình nghề”.
娘𠳐筆拮𢬣題,Nàng vâng bút cất tay đề
箋花呈𠓀案批䀡詳,Tiên hoa trình trước án phê xem tường
𠸦哴價笠盛唐,Khen rằng: “Giá lợp thịnh Đường
才尼色意𠦳鐄渚斤,Tài này sắc ấy nghìn vàng chưa cân
寔𱺵才子佳人,Thực là tài tử giai nhân
朱陳吏固朱陳芇欣,Châu Trần lại có Châu Trần nào hơn.
催𣫲逴𭁈鳩𢤞,Thôi đừng rước dữ cưu hờn
爫之呂堞朱彈昂宮,Làm chi lỡ nhịp cho đàn ngang cung
㐌迻旦𠓀𲈾公,Đã đưa đến trước cửa công
酉外𱺵法双𥪞𱺵情,Dẫu ngoài là phép song trong là tình
妯𡥵𥪞道家庭,Dâu con trong đạo gia đình
催時揲餒不平𱺵双,"Thôi thì dẹp nỗi bất bình là xong""."
急傳攕𢯢礼公,Kíp truyền sắm sửa lễ công
轎花羶𩙌𤒘紅點𣋀,Kiệu hoa chen gió đuốc hồng điểm sao
排行鼓吹𠮿嗃,Bày hàng cổ xuý xôn xao
双双迻細帳桃聘堆,Song song đưa tới trướng đào sánh đôi
傷爲󰞺重爲才,Thương vì nết trọng vì tài
束翁催拱揲𠳒風波,Thúc ông thôi cũng dẹp lời phong ba
蕙蘭𠶗𠽋𱥺茄,Huệ lan sực nức một nhà
曾𠹽䔲吏𪉽麻欣𠸗,Từng cay đắng lại mặn mà hơn xưa
